科目代码,科目名称,本月发生额,本年累计
1010920,城市维护建设税税款滞纳金、罚款收入,33393650.43,48469221.68
1010921,成品油价格和税费改革城市维护建设税划出,-49107311.9,-196793365.5
1010922,成品油价格和税费改革城市维护建设税划入,49107311.9,196793365.5
10110,房产税,238657941.1,1375625906
1011001,国有企业房产税,5775182.21,43615899.14
1011002,集体企业房产税,1836127.36,12646403.15
1011003,股份制企业房产税,104191292.4,567518491.9
1011004,联营企业房产税,64153.25,274699.4
1011005,港澳台和外商投资企业房产税,64559009.76,385863372
1011006,私营企业房产税,40595902.99,244529087.4
1011019,其他房产税,17776520.77,111009508.8
1011020,房产税税款滞纳金、罚款收入,3859752.37,10168444.69
10111,印花税,85459480.84,494099428.7
1011119,其他印花税,85122886.62,492447593.8
1011120,印花税税款滞纳金、罚款收入,336594.22,1651834.86
10112,城镇土地使用税,151132229,898341758.5
1011201,国有企业城镇土地使用税,4180016.3,30426530.04
1011202,集体企业城镇土地使用税,1427770.78,9879434.2
1011203,股份制企业城镇土地使用税,77470360.49,462002994.3
1011204,联营企业城镇土地使用税,48117.31,42262.86
1011205,私营企业城镇土地使用税,33054744.92,190770794
1011206,港澳台和外商投资企业城镇土地使用税,32082967.47,183622883.1
1011219,其他城镇土地使用税,1267134.69,13010245.42
1011220,城镇土地使用税税款滞纳金、罚款收入,1601117.08,8586614.58
10113,土地增值税,200181769.8,1131933613
1011301,国有企业土地增值税,119647.53,5000830.05
1011302,集体企业土地增值税,50248.88,195154.17
1011303,股份制企业土地增值税,75489131.61,596785717.5
1011305,港澳台和外商投资企业土地增值税,45318102.77,244798162.2
1011306,私营企业土地增值税,76139080.3,245834240.6
1011319,其他土地增值税,2614294.75,34588509.13
1011320,土地增值税税款滞纳金、罚款收入,451263.97,4730999.34
10114,车船税,64170556.82,387908865.1
1011401,车船税,64168445.41,387894988.6
1011420,车船税税款滞纳金、罚款收入,2111.41,13876.56
10115,船舶吨税,11419878.6,62974898.8
1011501,船舶吨税,11419878.6,62974898.8
10116,车辆购置税,153146626.8,880258077.8
1011601,车辆购置税,153048709.5,879694084.5
1011620,车辆购置税税款滞纳金、罚款收入,97917.32,563993.38
10117,关税,628163328.9,3652430174
101170101,进口关税,616995681.2,3565996074
101170102,出口关税,3561183.4,23559464.45
101170103,进境物品进口税,2473396.06,13334034.38
101170301,反倾销税,4731104.57,48406940.49
101170302,反补贴税,114180.07,348052.14
1011720,关税和特别关税税款滞纳金、罚款收入,287783.65,808474.21
1011721,关税退税,0,-22866.06
10118,耕地占用税,4643227.5,266353091.6
1011801,耕地占用税,4643227.5,248111135.7
1011820,耕地占用税税款滞纳金、罚款收入,0,18241955.92
10119,契税,274911673.6,1545961461
1011901,契税,273422872.9,1544174976
1011920,契税税款滞纳金、罚款收入,1488800.71,1786485.23
103,非税收入,1879704409,14290213715
10301,政府性基金收入,505380208.2,7158145006
1030115,港口建设费收入,49158281.03,282279547.8
1030119,新型墙体材料专项基金收入,2458545.52,12629269.61
1030144,城市公用事业附加收入,35692.8,51457934.55
1030146,国有土地收益基金收入,2768400,62461153.2
1030147,农村土地开发资金收入,0,2336800
103014801,土地出让价款收入,203715135,5601301350
103014802,补缴的土地价款,8025082.94,101402522.6
103014803,划拨土地收入,0,5626022.5
103014898,缴纳新增建设用地土地有偿使用费,-18198760,-56254894
103014899,其他土地出让收入,19541826.08,78461916.43
103015501,福利彩票公益金收入,13670000,61084581.45
103015502,体育彩票公益金收入,10900000,45111037.84
1030156,城市基础设施配套费收入,188044874.6,788320985.3
103017501,国家税务局征收的废弃电器电子产品处理基金收入,0,203247
103017502,海关征收的废弃电器电子产品处理基金收入,14778,194456
1030178,污水处理费收入,20126352.25,99510544.39
103018003,福利彩票销售机构的业务费用,3080000,13464869.32
103018004,体育彩票销售机构的业务费用,2040000,8528403.32
1030199,其他政府性基金收入,0,25258.28
10302,专项收入,256009480.3,1633228497
103020301,教育费附加收入,139636997.7,829072980.7
103020302,成品油价格和税费改革教育费附加收入划出,-20734198.35,-83090532.12
103020303,成品油价格改革和税费改革教育费附加收入划入,20734198.35,
103020399,教育费附加滞纳金、罚款收入,14369751.18,20332822.05
1030212,场外核应急准备收入,2227874.85,2227874.85
1030216,地方教育附加收入,93078939.19,552071457.3
1030217,文化事业建设费收入,2203266.22,18451466.88
1030218,残疾人就业保障金收入,3176311.12,11393386.93
1030219,教育资金收入,0,60834500
1030220,农田水利建设资金收入,0,60834500
1030222,森林植被恢复费,653208,71358600
103029901,广告收入,663132,6650908
10304,行政事业性收费收入,209947765.3,1233076579
103040101,外国人签证费,40786,221319
103040102,外国人证件费,1082705,4757030
103040103,公民出入境证件费,737870,5008370
103040110,居民身份证工本费,372977.5,2290490
103040111,机动车号牌工本费,2835298,16935145
103040112,机动车行驶证工本费,501300,3069470
103040113,机动车登记证书工本费,89320,575600
103040115,机动车安全技术检验费,0,2850
103040116,驾驶证工本费,294115,1454040
103040117,驾驶许可考试费,11741680,52129750
103040122,保安员资格考试费,59280,167680
103040150,其他缴入国库的公安行政事业性收费,29715,252825
103040201,诉讼费,57976469.67,187407866.2
103040303,公证费,5618599,32704863.37
103040403,签证费,216900,1029400
103040701,证书工本费,154768,2383938.8
103040702,考试考务费,-364395,996013
103040750,其他缴入国库的财政行政事业性收费,1998,51709.19
103041101,社会抚养费,2528232,29390295.27
103041150,其他缴入国库人口和计划生育行政事业性收费,30299.5,37302.5
103041603,压力管道元件制造审查检验费,0,271579
103041607,锅炉、压力容器检验费,8910011.35,35102295.92
103041608,考试考务费,49620,324520
103041610,计量收费,3472346.7,14109659.49
103041617,特种设备检验检测费,0,5540328.45
103041618,产品质量监督检验费,2253250,4359213.4
103041850,缴入国库的安全生产行政事业性收费,0,14760
103041950,其他缴入国库的档案行政事业性收费,27429,231548
103042401,防空地下室易地建设费,8069443.5,193838239.7
103042450,其他缴入国库的人防办行政事业性收费,3122652.95,16580332.07
103042650,其他缴入国库的文化行政事业性收费,1297481.2,8925554.9
103042750,其他缴入国库的教育行政事业性收费,3799330,28229499.55
103042751,公办幼儿园保育费,453877,2767421
103042752,公办幼儿园住宿费,20000,51000
103043208,耕地开垦费,21770505,32328990
103043211,不动产登记费,9801758.8,30852823.73
103043250,其他缴入国库的国土资源行政事业性收费,1969509.28,17454767.77
103043306,城市道路占用挖掘费,14201460.8,40325863.36
103043313,城镇垃圾处理费,7534494,12535168
103043314,住房转让手续费,22222.46,2349719.64
103043350,其他缴入国库的建设行政事业性收费,2566253.5,67326935.83
103043505,环境监测服务费,5794,211921.7
103043508,排污费收入,14660099,66944837.65
103043550,其他缴入国库的环保行政事业性收费,0,1040
103044203,考试考务费,177948,842953
103044250,其他缴入国库的交通运输行政事业性收费,3435169.8,17866529.02
103044414,渔业资源增殖保护费,892155.6,2457994.1
103044430,渔业船舶和船用产品检验费,242641,4657028.45
103044450,其他缴入国库的农业行政事业性收费,307312,1245538
103044550,其他缴入国库的林业行政事业性收费,0,532840
103044602,河道工程修建维护管理费,2585094.29,166286297.9
103044609,灌溉水源灌排工程补偿费收入,782634.65,1376475.91
103044650,其他缴入国库的水利行政事业性收费,180000,4897950
103044706,卫生监测费,0,8621
103044708,预防性体检费,1224265.2,7604619.65
103044709,预防接种劳务费,33552.3,146356
103044710,委托性卫生防疫服务费,91573,612067
103044712,医疗事故鉴定费,3500,10500
103044713,考试考务费,0,16310
103044750,其他缴入国库的卫生行政事业性收费,3867966.36,19687002.52
103044804,GSP认证费,0,295900
103044807,药品检验费,4200,10350857
103044850,其他缴入国库的食品药品监管行政事业性收费,629298,2528740
103044908,殡葬收费,3233368.43,35128773.74
103044950,其他缴入国库的民政行政事业性收费,0,15300
103045002,职业技能鉴定考试考务费,648239,7034322.01
103045004,专业技术人员职业资格考试考务费收入,144850,4317968.87
103045050,其他缴入国库人力资源和社会保障行政事业性,817663.48,3273215.14
103045501,仲裁收费,2597011,8298853.59
103045750,缴入国库的党校行政事业性收费,0,178200
103049950,其他缴入国库的行政事业性收费,93867,11861389.57
10305,罚没收入,353279062.2,2117731121
103050101,公安罚没收入,52781444.41,250615982.5
103050102,检察院罚没收入,2582372.11,27412465.4
103050103,法院罚没收入,11102696.53,47646577.38
103050104,工商罚没收入,1407429.33,9493976.88
103050106,技术监督罚没收入,27900,382457.46
103050107,税务部门罚没收入,887350.2,3276959.18
103050108,海关罚没收入,690022,2826104
103050109,食品药品监督罚没收入,197600.94,1134324.67
103050110,卫生罚没收入,96299,551534
103050111,检验检疫罚没收入,0,5229
103050114,交通罚没收入,9035339.02,24728551.21
103050116,审计罚没收入,145594.68,385983.44
103050117,渔政罚没收入,822688,203347188
103050122,物价罚没收入,5466116.17,11609213.75
103050199,其他一般罚没收入,267742542.1,1532367125
103050203,海关缉私罚没收入,293667.7,1947448.81
10306,国有资本经营收入,2400060,25666647.67
103060202,国有控股公司股利、股息收入,2400060,2400060
103060399,其他产权转让收入,0,22143022
1030699,其他国有资本经营收入,0,1123565.67
10307,国有资源（资产）有偿使用收入,318044142.5,1287575139
103070101,中央海域使用金收入,2576963.91,85736405.38
103070102,地方海域使用金收入,102000487,471135193.1
103070501,国库存款利息收入,17674429.8,34220048.99
103070502,财政专户存款利息收入,63017.91,3973880.98
103070510,国库存款利息收入(商业银行、信用社付息）,20097.66,42178.72
103070599,其他利息收入,7637101.68,86202783.14
103070601,行政单位国有资产出租、出借收入,8535154.67,47815525.04
103070602,行政单位国有资产处置收入,4964382.76,55916639.49
103070603,事业单位国有资产处置收入,107178,29841066.38
103070604,事业单位国有资产出租出借收入,2385202.39,12002999.54
103070699,其他非经营性国有资产收入,12364403.84,131186986.6
1030707,出租车经营权有偿出让和转让收入,52500,1245000
103070801,中央无居民海岛使用收入,69081.6,69081.6
103070802,地方无居民海岛使用收入,207244.8,207244.8
103071401,矿产资源补偿费收入,0,1592112.51
103071402,探矿权、采矿权使用费收入,12000,36980
103071403,探矿权、采矿权价款收入,648507,18331484.19
1030718,新增建设用地土地有偿使用费收入,18198760,56254894
103071999,其他水资源费收入,1151033.3,7958485.4
1030799,其他国有资源（资产）有偿使用收入,139376596.2,243806148.9
10308,捐赠收入,210000,3029000
1030802,国内捐赠收入,210000,3029000
10309,政府住房基金收入,202022874.5,712113173.7
1030901,上缴管理费用,0,60140000
1030902,计提公共租赁住房资金,200711068.6,625971686.9
1030903,公共租赁住房租金收入,0,24606371.1
1030999,其他政府住房基金收入,1311805.85,1395115.62
10399,其他收入,32410815.65,119648552.7
1039999,其他收入,32410815.65,119648552.7
110,转移性收入,31878.36,0
11006,上解收入,31878.36,0
110060212,高薪园区上解收入,31878.36,0
,预算内基金,505380208.2,7158145006
,一般预算内,11406336133,75478523630
,中央级小计,5997563610,
,省（市）级小计,0,
,地（市）级小计,2061474464,
,区（县）级小计,3373761347,
,乡（镇）级小计,478916920.5,
,合计数,11911716341,
