科目代码,科目名称,本月发生额,本年累计
101030399,其他金融保险业营业税,206927.96,19274024.94
1010304,一般营业税,818401.75,34939100.66
1010320,营业税税款滞纳金、罚款收入,460380.64,9521636.75
10104,企业所得税,578776521.5,8751719631
1010405,国有石油和化学工业所得税,0,502847.8
1010413,国有船舶工业所得税,17.52,3176957.16
1010415,国有烟草企业所得税,0,50865771.08
101041709,其他国有铁道企业所得税,0,85451.11
1010418,国有交通企业所得税,0,36095.91
1010422,国有外贸企业所得税,0,3491036.54
101042602,国有出版企业所得税,0,1895.84
101042609,其他国有文教企业所得税,0,69838.87
1010431,其他国有企业所得税,1354743.35,33587121.5
1010432,集体企业所得税,7562664.77,37583308.09
101043303,中国石油天然气股份有限公司所得税,0,287954609.9
101043317,跨省合资铁路企业所得税,0,947304.67
101043399,其他股份制企业所得税,147916106,2280966479
1010434,联营企业所得税,145.36,3298390.74
101043509,其他港澳台和外商投资企业所得税,310223772.8,2866810318
1010436,私营企业所得税,109609847,899420937.4
1010439,其他企业所得税,425975.78,651446122
101044001,国有企业分支机构预缴所得税,26670.97,3156255.04
101044002,股份制企业分支机构预缴所得税,-1470131.83,489654852.2
101044003,港澳台和外商投资企业分支机构预缴所得税,6766207.18,196634353.3
101044099,其他企业分支机构预缴所得税,27873.03,11586727.4
101044102,股份制企业总机构预缴所得税,-2467196.86,130137050
101044103,港澳台和外商投资企业总机构预缴所得税,2680247.69,167681888.5
101044199,其他企业总机构预缴所得税,0,20552368.02
101044201,国有企业总机构汇算清缴所得税,0,54757.89
101044202,股份制企业总机构汇算清缴所得税,2705702.93,21606134.44
101044203,港澳台和外商投资企业总机构汇算清缴所得税,1411662.94,78720609.9
101044299,其他企业总机构汇算清缴所得税,21260.02,4917992.96
101044301,国有企业所得税待分配收入,12745.6,30998.23
101044302,股份制企业所得税待分配收入,901900.97,50588013.68
101044303,港澳台和外商投资企业所得税待分配收入,1363970.21,82134166.14
101044399,其他企业所得税待分配收入,7086.67,8490120.37
101044402,股份制企业分支机构预缴所得税,-4308377.39,5795770.63
101044403,港澳台和外商投资企业分支机构预缴所得税,-15455.03,193713.33
101044499,其他企业分支机构预缴所得税,0,111260.58
101044502,股份制企业总机构预缴所得税,-8849793.59,9011659.87
101044599,其他企业总机构预缴所得税,79773.89,691990.98
101044602,股份制企业总机构汇算清缴所得税,-97792.69,0
101044699,其他企业总机构汇算清缴所得税,-270428.62,-270428.62
101044802,股份制企业分支机构汇算清缴所得税,8379.29,15616.55
101044803,港澳台和外商投资企业分支机构汇算清缴所得税,-609.25,0
101044901,国有企业分支机构汇算清缴所得税,0,1215227.88
101044902,股份制企业分支机构汇算清缴所得税,-1081099.11,273410493
101044903,港澳台和外商投资企业分支机构汇算清缴所得税,1677330.43,52764451.24
101044999,其他企业分支机构汇算清缴所得税,-2700.21,3719756.88
101045001,内资企业所得税税款滞纳金、罚款、加收利息收入,2236308.39,12605510.44
101045002,港澳台和外商投资企业所得税税款滞纳金、罚款、加,319713.25,6263835.19
10106,个人所得税,423689130,2950718007
101060101,储蓄存款利息所得税,-6846.36,51403.67
101060109,其他个人所得税,423112933.1,2948481208
1010620,个人所得税税款滞纳金、罚款收入,583043.26,2185395.1
10109,城市维护建设税,49107311.9,196793365.5
1010922,成品油价格和税费改革城市维护建设税划入,49107311.9,196793365.5
10115,船舶吨税,11419878.6,62974898.8
1011501,船舶吨税,11419878.6,62974898.8
10116,车辆购置税,153146626.8,880258077.8
1011601,车辆购置税,153048709.5,879694084.5
1011620,车辆购置税税款滞纳金、罚款收入,97917.32,563993.38
10117,关税,628163328.9,3652430174
101170101,进口关税,616995681.2,3565996074
101170102,出口关税,3561183.4,23559464.45
101170103,进境物品进口税,2473396.06,13334034.38
101170301,反倾销税,4731104.57,48406940.49
101170302,反补贴税,114180.07,348052.14
1011720,关税和特别关税税款滞纳金、罚款收入,287783.65,808474.21
1011721,关税退税,0,-22866.06
103,非税收入,91769075.6,456892031.1
10301,政府性基金收入,39341402.82,226221341.2
1030115,港口建设费收入,39326624.82,225823638.2
103017501,国家税务局征收的废弃电器电子产品处理基金收入,0,203247
103017502,海关征收的废弃电器电子产品处理基金收入,14778,194456
10302,专项收入,22962768,89952012.71
103020303,成品油价格改革和税费改革教育费附加收入划入,20734198.35,83090532.12
1030212,场外核应急准备收入,2227874.85,2227874.85
1030217,文化事业建设费收入,694.8,36705.74
1030220,农田水利建设资金收入,0,4596900
10304,行政事业性收费收入,1502080.07,6202394.58
103043508,排污费收入,1466009.9,4955811.76
103044609,灌溉水源灌排工程补偿费收入,36070.17,1246582.82
10305,罚没收入,1677704.39,11679718.78
103050107,税务部门罚没收入,269425,2052999.64
103050108,海关罚没收入,345011,1413052
103050114,交通罚没收入,226671.02,1050493.21
103050199,其他一般罚没收入,542929.67,5215725.12
103050203,海关缉私罚没收入,293667.7,1947448.81
10307,国有资源（资产）有偿使用收入,8235374.91,104397624
103070101,中央海域使用金收入,2576963.91,85736405.38
103070599,其他利息收入,0,110777.69
103070801,中央无居民海岛使用收入,69081.6,69081.6
103071401,矿产资源补偿费收入,0,796056.26
103071403,探矿权、采矿权价款收入,129701.4,808834.82
1030718,新增建设用地土地有偿使用费收入,5459628,16876468.2
10399,其他收入,18049745.41,18438939.81
1039999,其他收入,18049745.41,18438939.81
110,转移性收入,-662556105.5,-4333433885
11001,返还性收入,-662556105.5,-4333433885
1100102,所得税基数返还收入,-159545234.4,-1803234799
1100104,增值税税收返还收入,-304658440.1,-1689871832
1100105,消费税税收返还收入,-198352431,-840327253.3
,预算内基金,39341402.82,226221341.2
,一般预算内,5798676973,39633102130
,转移性收入,-503010871.1,-2530199086
,合计数,5335007505,37329124385
