科目代码,科目名称,本月发生额,本年累计
101044202,股份制企业总机构汇算清缴所得税,-221989.24,10565676.12
101044203,港澳台和外商投资企业总机构汇算清缴所得税,1861401.27,104960813.2
101044299,其他企业总机构汇算清缴所得税,41775.4,6116367.1
101044301,国有企业所得税待分配收入,0,18252.63
101044302,股份制企业所得税待分配收入,-43941.18,35893660.99
101044303,港澳台和外商投资企业所得税待分配收入,1363970.21,82134166.14
101044399,其他企业所得税待分配收入,7069.32,4673804.92
101044402,股份制企业分支机构预缴所得税,-7180628.98,9659617.73
101044403,港澳台和外商投资企业分支机构预缴所得税,-25758.39,322855.55
101044499,其他企业分支机构预缴所得税,0,185434.3
101044502,股份制企业总机构预缴所得税,-14749655.98,15019433.11
101044599,其他企业总机构预缴所得税,0,96
101044602,股份制企业总机构汇算清缴所得税,-162987.81,0
101044802,股份制企业分支机构汇算清缴所得税,13965.48,26027.57
101044803,港澳台和外商投资企业分支机构汇算清缴所得税,-1015.42,0
101044901,国有企业分支机构汇算清缴所得税,0,1257001.1
101044902,股份制企业分支机构汇算清缴所得税,-1626577.95,436857648.1
101044903,港澳台和外商投资企业分支机构汇算清缴所得税,2756017.65,87443397.51
101044999,其他企业分支机构汇算清缴所得税,7382.13,6120998.71
101045001,内资企业所得税税款滞纳金、罚款、加收利息收入,2872082.1,10133364.46
101045002,港澳台和外商投资企业所得税税款滞纳金、罚款、加收利息收入,520175,10417700.46
10106,个人所得税,2784925.08,10490548.51
101060101,储蓄存款利息所得税,4525.24,60647.3
101060109,其他个人所得税,2780399.84,10429900.75
1010620,个人所得税税款滞纳金、罚款收入,0,0.46
10109,城市维护建设税,1099811.23,3772307.05
101090101,中国铁路总公司集中缴纳的铁路运输企业城市维护建设税,0,29.13
101090109,其他国有企业城市维护建设税,3508.62,25917.23
1010902,集体企业城市维护建设税,4906.21,44471.36
1010903,股份制企业城市维护建设税,96136.31,1114765.44
1010905,港澳台和外商投资企业城市维护建设税,20656.9,108260.5
1010906,私营企业城市维护建设税,239878.28,901670.12
1010919,其他城市维护建设税,734724.91,1577193.27
10111,印花税,0,1316.47
1011119,其他印花税,0,1316.47
10116,车辆购置税,153146626.8,880258077.8
1011601,车辆购置税,153048709.5,879694084.5
1011620,车辆购置税税款滞纳金、罚款收入,97917.32,563993.38
103,非税收入,2935433.33,22677401.08
10301,政府性基金收入,0,203247
103017501,国家税务局征收的废弃电器电子产品处理基金收入,0,203247
10302,专项收入,2666008.33,20421154.44
103020301,教育费附加收入,286363.44,1187290.96
1030216,地方教育附加收入,191039.67,791565.92
1030217,文化事业建设费收入,2188605.22,18442297.56
10305,罚没收入,269425,2052999.64
103050107,税务部门罚没收入,269425,2052999.64
,预算内基金,0,203247
,一般预算内,3875746352,29601914908
,中央级小计,1619549988,14754279029
,省（市）级小计,0,0
,地（市）级小计,763189635,6246900516
,区（县）级小计,1401833437,7983147006
,乡（镇）级小计,91173292.18,617791603.6
,合计数,3875746352,29602118155
