科目代码,科目名称,本月发生额,本年累计
1010919,其他城市维护建设税,4668703.19,60060991.95
1010920,城市维护建设税税款滞纳金、罚款收入,33071717.72,46952662.65
1010921,成品油价格和税费改革城市维护建设税划出,-61891368.77,-244674133
10110,房产税,98550463.17,560816082.5
1011001,国有企业房产税,2898657.97,19492793.01
1011002,集体企业房产税,759480.57,5031209.26
1011003,股份制企业房产税,42380844.9,230526360.3
1011004,联营企业房产税,28214.99,143202.92
1011005,港澳台和外商投资企业房产税,25774945.5,152556773.6
1011006,私营企业房产税,16581415.72,94311305.69
1011019,其他房产税,9308113.87,55957794.24
1011020,房产税税款滞纳金、罚款收入,818789.65,2796643.41
10111,印花税,1275345.6,9572795.06
1011119,其他印花税,1275345.6,9572488.61
1011120,印花税税款滞纳金、罚款收入,0,306.45
10112,城镇土地使用税,46749498.28,273016235.9
1011201,国有企业城镇土地使用税,1942127.84,11902856.91
1011202,集体企业城镇土地使用税,509225.35,3657783.26
1011203,股份制企业城镇土地使用税,23224626.55,133839774.7
1011204,联营企业城镇土地使用税,18642.98,38720.59
1011205,私营企业城镇土地使用税,10591604.07,62315915.24
1011206,港澳台和外商投资企业城镇土地使用税,9555354.24,54433054.95
1011219,其他城镇土地使用税,517113.4,5304476.34
1011220,城镇土地使用税税款滞纳金、罚款收入,390803.85,1523653.9
10113,土地增值税,485725.74,7041910.55
1011303,股份制企业土地增值税,219238.35,1612642.3
1011306,私营企业土地增值税,0,2168333.22
1011319,其他土地增值税,266487.39,3260935.03
10114,车船税,64170556.82,387908865.1
1011401,车船税,64168445.41,387894988.6
1011420,车船税税款滞纳金、罚款收入,2111.41,13876.56
10119,契税,121994845.5,847342995.4
1011901,契税,120690138.6,845907328.2
1011920,契税税款滞纳金、罚款收入,1304706.95,1435667.25
103,非税收入,613966293.5,6592509852
10301,政府性基金收入,190504054.5,3998798634
1030115,港口建设费收入,9831656.21,56455909.56
1030119,新型墙体材料专项基金收入,0,5868455.69
1030144,城市公用事业附加收入,35692.8,30291119.52
1030146,国有土地收益基金收入,0,45990000
1030147,农村土地开发资金收入,0,740000
103014801,土地出让价款收入,0,2981534181
103014802,补缴的土地价款,7729207.86,88516597.59
103014899,其他土地出让收入,1159195.33,37058280.71
103015501,福利彩票公益金收入,13670000,61084581.45
103015502,体育彩票公益金收入,10900000,45111037.84
1030156,城市基础设施配套费收入,124628121,543391476
1030178,污水处理费收入,17430181.25,80763722.39
103018003,福利彩票销售机构的业务费用,3080000,13464869.32
103018004,体育彩票销售机构的业务费用,2040000,8528403.32
10302,专项收入,135245413.9,862899129.9
103020301,教育费附加收入,85176120.03,483452892.8
103020302,成品油价格和税费改革教育费附加收入划出,-26131911.25,-103306856.1
103020399,教育费附加滞纳金、罚款收入,14226852.33,19860170.59
1030216,地方教育附加收入,56781993.04,321865835.1
1030217,文化事业建设费收入,1734084.64,12434994.93
1030218,残疾人就业保障金收入,3176311.12,11393386.93
1030219,教育资金收入,0,58820000
1030220,农田水利建设资金收入,0,54260000
1030222,森林植被恢复费,281964,4118705.6
10304,行政事业性收费收入,109663913.3,654091184
103040101,外国人签证费,40786,221319
103040102,外国人证件费,1082705,4757030
103040103,公民出入境证件费,737870,5008370
103040110,居民身份证工本费,372977.5,2290490
103040111,机动车号牌工本费,2239762,13500560
103040112,机动车行驶证工本费,461100,2850565
103040113,机动车登记证书工本费,75900,511320
103040115,机动车安全技术检验费,0,2850
103040116,驾驶证工本费,236700,1132370
103040117,驾驶许可考试费,7861490,38206120
103040122,保安员资格考试费,59280,167680
103040201,诉讼费,6095195.85,20827151.26
103040303,公证费,4658044,22056243.92
103040403,签证费,216900,1029400
103040701,证书工本费,154703,2383387.05
103040702,考试考务费,-364395,996013
103041607,锅炉、压力容器检验费,8910011.35,35102295.92
103041608,考试考务费,49620,324520
103041610,计量收费,3452243.7,12075709.49
103041617,特种设备检验检测费,0,5540328.45
103041618,产品质量监督检验费,2150610,4125703.4
103042401,防空地下室易地建设费,0,47790400
103042450,其他缴入国库的人防办行政事业性收费,1665773,12808939
103042650,其他缴入国库的文化行政事业性收费,0,600800
103043208,耕地开垦费,21770505,32328990
103043211,不动产登记费,974820,8594186.04
103043250,其他缴入国库的国土资源行政事业性收费,1580664.7,15316687.83
103043306,城市道路占用挖掘费,13671271,27512768
103043313,城镇垃圾处理费,7534494,12535168
103043350,其他缴入国库的建设行政事业性收费,87525.72,47269041.01
103043508,排污费收入,11256822,43838338.3
103043550,其他缴入国库的环保行政事业性收费,0,1040
103044203,考试考务费,177948,842953
103044250,其他缴入国库的交通运输行政事业性收费,3435169.8,17866529.02
103044414,渔业资源增殖保护费,64000,363510
103044430,渔业船舶和船用产品检验费,74080,1383852
103044602,河道工程修建维护管理费,2585094.29,166211634.2
103044609,灌溉水源灌排工程补偿费收入,324631.48,-516843.22
103044708,预防性体检费,0,119680
103044710,委托性卫生防疫服务费,90000,300566
103044712,医疗事故鉴定费,3500,10500
103044713,考试考务费,0,16310
103044804,GSP认证费,0,295900
103044807,药品检验费,4200,10350857
103044850,其他缴入国库的食品药品监管行政事业性收费,629298,2528740
103044908,殡葬收费,1620519.43,9156223.74
103045002,职业技能鉴定考试考务费,648239,7034322.01
103045004,专业技术人员职业资格考试考务费收入,144850,4317968.87
103045050,其他缴入国库人力资源和社会保障行政事业性,215393.48,918798.14
103045501,仲裁收费,2597011,8298853.59
103049950,其他缴入国库的行政事业性收费,16600,2885045
10305,罚没收入,130457985.7,363585738.3
103050101,公安罚没收入,40598057.76,195983092
103050102,检察院罚没收入,0,423660
103050103,法院罚没收入,6526140.25,-1651316.41
103050104,工商罚没收入,455913.3,2948254.98
103050106,技术监督罚没收入,27900,362457.46
103050107,税务部门罚没收入,0,100
103050108,海关罚没收入,262171,1027093
103050109,食品药品监督罚没收入,75102.24,688898.03
103050110,卫生罚没收入,12800,45200
103050114,交通罚没收入,1584800,6106400
103050117,渔政罚没收入,201000,492000
103050122,物价罚没收入,5461116.17,6879339.01
103050199,其他一般罚没收入,75252984.94,150280560.3
10307,国有资源（资产）有偿使用收入,45822660.66,217278113.9
103070102,地方海域使用金收入,2230965.33,79414159.5
103070501,国库存款利息收入,10840048.5,22766339.9
103070502,财政专户存款利息收入,8378.56,21463.53
103070599,其他利息收入,5984902.46,8970167.3
103070601,行政单位国有资产出租、出借收入,6145876.92,9994883.48
103070602,行政单位国有资产处置收入,19032.76,12446120.76
103070603,事业单位国有资产处置收入,101428,1905981.04
103070604,事业单位国有资产出租出借收入,873258.01,4135079.85
103070699,其他非经营性国有资产收入,5673171.86,12493605.88
1030707,出租车经营权有偿出让和转让收入,52500,1245000
103070802,地方无居民海岛使用收入,34540.8,34540.8
103071401,矿产资源补偿费收入,0,318422.5
103071402,探矿权、采矿权使用费收入,2500,9980
103071403,探矿权、采矿权价款收入,129701.4,15096144.91
1030718,新增建设用地土地有偿使用费收入,12739132,39378425.8
103071999,其他水资源费收入,606753.8,2160308.4
1030799,其他国有资源（资产）有偿使用收入,380470.26,6887490.26
10309,政府住房基金收入,0,475922472
1030901,上缴管理费用,0,60140000
1030902,计提公共租赁住房资金,0,400000000
1030903,公共租赁住房租金收入,0,15782472
10399,其他收入,2272265.48,19934579.27
1039999,其他收入,2272265.48,19934579.27
110,转移性收入,1014976075,6322291010
11001,返还性收入,662556105.5,4333433885
1100102,所得税基数返还收入,159545234.4,1803234799
1100104,增值税税收返还收入,304658440.1,1689871832
1100105,消费税税收返还收入,198352431,840327253.3
11006,上解收入,352419969.2,1988857126
110060202,金州新区上解收入,115142965.4,552132554.1
110060206,中山区上解收入,28573959.47,210575453.7
110060207,西岗区上解收入,11248221.68,93846401.69
110060208,沙河口区上解收入,37493785.65,175865348.5
110060209,甘井子区上解收入,51769656.71,424880203.6
110060210,旅顺口区上解收入,6813703.7,50380707.5
110060212,高薪园区上解收入,32520536.53,197702880.7
110060214,保税区上解收入,28196504.61,171672365.3
110060216,花园口经济区上解收入,3651500.77,25756396.57
110060217,普湾新区上解收入,37009134.65,86044813.85
,预算内基金,190504054.5,3998798634
,一般预算内,2350415076,17519280285
,转移性收入,503010871.1,2530199086
,合计数,3043930002,24048278005
